,kraj-druh-R-M,id_kraj,rok,mesic,druh,cena,fdbi70,fdbi85,fdbi100,pdb,kraj,byt,datum
202,2002-133-2009-3,2002,2009,3,133,3380465.111,89.9,91.3,95.9,10.75,Jihomoravský,4+1,2009-03-01 00:00:00
203,2009-133-2009-3,2009,2009,3,133,2244318.839,62.0,63.0,66.1,7.41,Olomoucký,4+1,2009-03-01 00:00:00
204,2012-133-2009-3,2012,2009,3,133,1761228.467,49.8,50.5,53.1,5.95,Moravskoslezský,4+1,2009-03-01 00:00:00
205,2014-133-2009-3,2014,2009,3,133,2430357.0,63.9,64.9,68.1,7.63,Zlínský,4+1,2009-03-01 00:00:00
206,0-113-2009-3,0,2009,3,113,1284323.0,30.7,31.2,32.7,3.67,Celá ČR,1+1,2009-03-01 00:00:00
207,0-123-2009-3,0,2009,3,123,1627222.0,38.9,39.5,41.5,4.65,Celá ČR,2+1,2009-03-01 00:00:00
208,0-126-2009-3,0,2009,3,126,1942515.0,46.5,47.2,49.5,5.55,Celá ČR,3+1,2009-03-01 00:00:00
209,0-133-2009-3,0,2009,3,133,2729851.0,65.3,66.3,69.6,7.8,Celá ČR,4+1,2009-03-01 00:00:00
210,1001-0-2009-3,1001,2009,3,0,4103010.608,89.1,90.5,95.0,10.65,Praha,všechny byty,2009-03-01 00:00:00
211,1003-0-2009-3,1003,2009,3,0,1603575.854,41.9,42.6,44.7,5.01,Jihočeský,všechny byty,2009-03-01 00:00:00
212,1004-0-2009-3,1004,2009,3,0,1669540.2230000002,44.9,45.6,47.9,5.37,Pardubický,všechny byty,2009-03-01 00:00:00
213,1005-0-2009-3,1005,2009,3,0,1744709.7130000002,46.7,47.4,49.8,5.58,Královéhradecký,všechny byty,2009-03-01 00:00:00
214,1006-0-2009-3,1006,2009,3,0,1402104.915,35.9,36.4,38.2,4.28,Vysočina,všechny byty,2009-03-01 00:00:00
215,1007-0-2009-3,1007,2009,3,0,1530587.154,42.9,43.5,45.7,5.12,Karlovarský,všechny byty,2009-03-01 00:00:00
216,1008-0-2009-3,1008,2009,3,0,1377014.843,37.3,37.9,39.8,4.46,Liberecký,všechny byty,2009-03-01 00:00:00
217,1010-0-2009-3,1010,2009,3,0,1964813.144,50.1,50.8,53.3,5.98,Plzeňský,všechny byty,2009-03-01 00:00:00
218,1011-0-2009-3,1011,2009,3,0,2069971.021,48.0,48.7,51.1,5.73,Středočeský,všechny byty,2009-03-01 00:00:00
219,1013-0-2009-3,1013,2009,3,0,866424.4134,23.9,24.3,25.5,2.85,Ústecký,všechny byty,2009-03-01 00:00:00
220,2002-0-2009-3,2002,2009,3,0,2168775.054,57.7,58.6,61.5,6.89,Jihomoravský,všechny byty,2009-03-01 00:00:00
221,2009-0-2009-3,2009,2009,3,0,1630839.122,45.1,45.8,48.0,5.39,Olomoucký,všechny byty,2009-03-01 00:00:00
222,2012-0-2009-3,2012,2009,3,0,1239134.788,35.0,35.6,37.3,4.18,Moravskoslezský,všechny byty,2009-03-01 00:00:00
223,2014-0-2009-3,2014,2009,3,0,1592899.49,41.9,42.5,44.6,5.0,Zlínský,všechny byty,2009-03-01 00:00:00
224,0-0-2009-3,0,2009,3,0,2117452.0,50.7,51.4,54.0,6.05,Celá ČR,všechny byty,2009-03-01 00:00:00
225,1001-113-2009-4,1001,2009,4,113,2464131.695,52.7,53.6,56.3,6.32,Praha,1+1,2009-04-01 00:00:00
226,1003-113-2009-4,1003,2009,4,113,1230504.91,31.9,32.5,34.1,3.82,Jihočeský,1+1,2009-04-01 00:00:00
227,1004-113-2009-4,1004,2009,4,113,1117701.672,29.8,30.3,31.9,3.57,Pardubický,1+1,2009-04-01 00:00:00
228,1005-113-2009-4,1005,2009,4,113,1119201.209,29.6,30.1,31.7,3.55,Královéhradecký,1+1,2009-04-01 00:00:00
229,1006-113-2009-4,1006,2009,4,113,931570.0,23.6,24.0,25.2,2.83,Vysočina,1+1,2009-04-01 00:00:00
230,1007-113-2009-4,1007,2009,4,113,917105.5196,25.4,25.9,27.2,3.05,Karlovarský,1+1,2009-04-01 00:00:00
231,1008-113-2009-4,1008,2009,4,113,981268.3114,26.3,26.8,28.1,3.15,Liberecký,1+1,2009-04-01 00:00:00
232,1010-113-2009-4,1010,2009,4,113,1283444.0,32.5,33.1,34.8,3.89,Plzeňský,1+1,2009-04-01 00:00:00
233,1011-113-2009-4,1011,2009,4,113,1413986.763,32.4,32.9,34.6,3.88,Středočeský,1+1,2009-04-01 00:00:00
234,1013-113-2009-4,1013,2009,4,113,558036.1044,15.3,15.5,16.3,1.83,Ústecký,1+1,2009-04-01 00:00:00
235,2002-113-2009-4,2002,2009,4,113,1326272.924,34.8,35.4,37.2,4.17,Jihomoravský,1+1,2009-04-01 00:00:00
236,2009-113-2009-4,2009,2009,4,113,1163597.124,31.9,32.5,34.1,3.82,Olomoucký,1+1,2009-04-01 00:00:00
237,2012-113-2009-4,2012,2009,4,113,792097.5268,22.2,22.6,23.7,2.66,Moravskoslezský,1+1,2009-04-01 00:00:00
238,2014-113-2009-4,2014,2009,4,113,1025076.8740000001,26.6,27.1,28.4,3.18,Zlínský,1+1,2009-04-01 00:00:00
239,1001-123-2009-4,1001,2009,4,123,3527552.09,75.5,76.7,80.6,9.04,Praha,2+1,2009-04-01 00:00:00
240,1003-123-2009-4,1003,2009,4,123,1383482.675,35.9,36.5,38.3,4.3,Jihočeský,2+1,2009-04-01 00:00:00
241,1004-123-2009-4,1004,2009,4,123,1505346.292,40.2,40.8,42.9,4.81,Pardubický,2+1,2009-04-01 00:00:00
242,1005-123-2009-4,1005,2009,4,123,1695674.6130000001,44.9,45.7,48.0,5.38,Královéhradecký,2+1,2009-04-01 00:00:00
243,1006-123-2009-4,1006,2009,4,123,1271777.152,32.2,32.8,34.4,3.86,Vysočina,2+1,2009-04-01 00:00:00
244,1007-123-2009-4,1007,2009,4,123,1211918.011,33.6,34.2,35.9,4.03,Karlovarský,2+1,2009-04-01 00:00:00
245,1008-123-2009-4,1008,2009,4,123,1348507.3630000001,36.2,36.8,38.7,4.33,Liberecký,2+1,2009-04-01 00:00:00
246,1010-123-2009-4,1010,2009,4,123,1824838.0,46.2,47.0,49.4,5.54,Plzeňský,2+1,2009-04-01 00:00:00
247,1011-123-2009-4,1011,2009,4,123,1752602.157,40.1,40.8,42.9,4.8,Středočeský,2+1,2009-04-01 00:00:00
248,1013-123-2009-4,1013,2009,4,123,775875.7509999999,21.3,21.6,22.7,2.54,Ústecký,2+1,2009-04-01 00:00:00
249,2002-123-2009-4,2002,2009,4,123,1843343.769,48.4,49.3,51.8,5.8,Jihomoravský,2+1,2009-04-01 00:00:00
250,2009-123-2009-4,2009,2009,4,123,1409980.1269999999,38.7,39.3,41.3,4.63,Olomoucký,2+1,2009-04-01 00:00:00
251,2012-123-2009-4,2012,2009,4,123,1100275.716,30.8,31.4,33.0,3.69,Moravskoslezský,2+1,2009-04-01 00:00:00
252,2014-123-2009-4,2014,2009,4,123,1506371.6809999999,39.1,39.8,41.8,4.68,Zlínský,2+1,2009-04-01 00:00:00
253,1001-126-2009-4,1001,2009,4,126,4758574.049,101.8,103.5,108.8,12.2,Praha,3+1,2009-04-01 00:00:00
254,1003-126-2009-4,1003,2009,4,126,1622320.456,42.1,42.8,45.0,5.04,Jihočeský,3+1,2009-04-01 00:00:00
255,1004-126-2009-4,1004,2009,4,126,1791086.63,47.8,48.6,51.1,5.72,Pardubický,3+1,2009-04-01 00:00:00
256,1005-126-2009-4,1005,2009,4,126,1880571.36,49.8,50.6,53.2,5.97,Královéhradecký,3+1,2009-04-01 00:00:00
257,1006-126-2009-4,1006,2009,4,126,1496974.689,37.9,38.6,40.5,4.54,Vysočina,3+1,2009-04-01 00:00:00
258,1007-126-2009-4,1007,2009,4,126,1688390.967,46.8,47.6,50.0,5.61,Karlovarský,3+1,2009-04-01 00:00:00
259,1008-126-2009-4,1008,2009,4,126,1373871.2759999998,36.9,37.5,39.4,4.41,Liberecký,3+1,2009-04-01 00:00:00
260,1010-126-2009-4,1010,2009,4,126,2397230.0,60.7,61.8,64.9,7.28,Plzeňský,3+1,2009-04-01 00:00:00
261,1011-126-2009-4,1011,2009,4,126,2335664.873,53.5,54.4,57.1,6.4,Středočeský,3+1,2009-04-01 00:00:00
262,1013-126-2009-4,1013,2009,4,126,932208.7395,25.5,26.0,27.3,3.06,Ústecký,3+1,2009-04-01 00:00:00
263,2002-126-2009-4,2002,2009,4,126,2482454.7909999997,65.2,66.3,69.7,7.82,Jihomoravský,3+1,2009-04-01 00:00:00
264,2009-126-2009-4,2009,2009,4,126,1777471.227,48.8,49.6,52.1,5.84,Olomoucký,3+1,2009-04-01 00:00:00
265,2012-126-2009-4,2012,2009,4,126,1353388.386,37.9,38.6,40.5,4.54,Moravskoslezský,3+1,2009-04-01 00:00:00
266,2014-126-2009-4,2014,2009,4,126,1675129.3869999999,43.5,44.2,46.5,5.21,Zlínský,3+1,2009-04-01 00:00:00
267,1001-133-2009-4,1001,2009,4,133,6741048.011,144.2,146.7,154.1,17.28,Praha,4+1,2009-04-01 00:00:00
268,1003-133-2009-4,1003,2009,4,133,1785500.0,46.3,47.1,49.5,5.55,Jihočeský,4+1,2009-04-01 00:00:00
269,1004-133-2009-4,1004,2009,4,133,2850796.0,76.0,77.3,81.3,9.11,Pardubický,4+1,2009-04-01 00:00:00
270,1005-133-2009-4,1005,2009,4,133,2665089.506,70.6,71.8,75.4,8.46,Královéhradecký,4+1,2009-04-01 00:00:00
271,1006-133-2009-4,1006,2009,4,133,,,,,,Vysočina,4+1,2009-04-01 00:00:00
272,1007-133-2009-4,1007,2009,4,133,2260792.0,62.7,63.8,67.0,7.51,Karlovarský,4+1,2009-04-01 00:00:00
273,1008-133-2009-4,1008,2009,4,133,1847351.0,49.6,50.4,53.0,5.94,Liberecký,4+1,2009-04-01 00:00:00
274,1010-133-2009-4,1010,2009,4,133,2060302.7780000002,52.2,53.1,55.8,6.26,Plzeňský,4+1,2009-04-01 00:00:00
275,1011-133-2009-4,1011,2009,4,133,3233165.4560000002,74.0,75.3,79.1,8.87,Středočeský,4+1,2009-04-01 00:00:00
276,1013-133-2009-4,1013,2009,4,133,1218992.238,33.4,34.0,35.7,4.0,Ústecký,4+1,2009-04-01 00:00:00
277,2002-133-2009-4,2002,2009,4,133,3325173.6180000002,87.4,88.9,93.4,10.47,Jihomoravský,4+1,2009-04-01 00:00:00
278,2009-133-2009-4,2009,2009,4,133,2156140.736,59.2,60.2,63.2,7.09,Olomoucký,4+1,2009-04-01 00:00:00
279,2012-133-2009-4,2012,2009,4,133,1754595.501,49.2,50.0,52.6,5.89,Moravskoslezský,4+1,2009-04-01 00:00:00
280,2014-133-2009-4,2014,2009,4,133,2450500.0,63.6,64.7,68.0,7.62,Zlínský,4+1,2009-04-01 00:00:00
281,0-113-2009-4,0,2009,4,113,1246090.0,29.5,30.0,31.6,3.54,Celá ČR,1+1,2009-04-01 00:00:00
282,0-123-2009-4,0,2009,4,123,1615031.0,38.3,38.9,40.9,4.59,Celá ČR,2+1,2009-04-01 00:00:00
283,0-126-2009-4,0,2009,4,126,1955602.0,46.4,47.2,49.5,5.55,Celá ČR,3+1,2009-04-01 00:00:00
284,0-133-2009-4,0,2009,4,133,2662110.0,63.1,64.2,67.4,7.56,Celá ČR,4+1,2009-04-01 00:00:00
285,1001-0-2009-4,1001,2009,4,0,4079237.316,87.3,88.7,93.2,10.46,Praha,všechny byty,2009-04-01 00:00:00
286,1003-0-2009-4,1003,2009,4,0,1528356.36,39.6,40.3,42.4,4.75,Jihočeský,všechny byty,2009-04-01 00:00:00
287,1004-0-2009-4,1004,2009,4,0,1634336.12,43.6,44.3,46.6,5.22,Pardubický,všechny byty,2009-04-01 00:00:00
288,1005-0-2009-4,1005,2009,4,0,1724894.6630000002,45.7,46.4,48.8,5.47,Královéhradecký,všechny byty,2009-04-01 00:00:00
289,1006-0-2009-4,1006,2009,4,0,1362434.659,34.5,35.1,36.9,4.13,Vysočina,všechny byty,2009-04-01 00:00:00
290,1007-0-2009-4,1007,2009,4,0,1425230.407,39.5,40.2,42.2,4.73,Karlovarský,všechny byty,2009-04-01 00:00:00
291,1008-0-2009-4,1008,2009,4,0,1324634.32,35.5,36.1,38.0,4.26,Liberecký,všechny byty,2009-04-01 00:00:00
292,1010-0-2009-4,1010,2009,4,0,1954280.366,49.5,50.4,52.9,5.93,Plzeňský,všechny byty,2009-04-01 00:00:00
293,1011-0-2009-4,1011,2009,4,0,2035738.0359999998,46.6,47.4,49.8,5.58,Středočeský,všechny byty,2009-04-01 00:00:00
294,1013-0-2009-4,1013,2009,4,0,876968.4545,24.0,24.4,25.7,2.88,Ústecký,všechny byty,2009-04-01 00:00:00
295,2002-0-2009-4,2002,2009,4,0,2184356.616,57.4,58.4,61.3,6.88,Jihomoravský,všechny byty,2009-04-01 00:00:00
296,2009-0-2009-4,2009,2009,4,0,1608513.765,44.1,44.9,47.2,5.29,Olomoucký,všechny byty,2009-04-01 00:00:00
297,2012-0-2009-4,2012,2009,4,0,1223757.879,34.3,34.9,36.7,4.11,Moravskoslezský,všechny byty,2009-04-01 00:00:00
298,2014-0-2009-4,2014,2009,4,0,1579965.074,41.0,41.7,43.8,4.91,Zlínský,všechny byty,2009-04-01 00:00:00
299,0-0-2009-4,0,2009,4,0,2107119.0,50.0,50.8,53.4,5.99,Celá ČR,všechny byty,2009-04-01 00:00:00
300,1001-113-2009-5,1001,2009,5,113,2431022.746,51.3,52.3,54.8,6.15,Praha,1+1,2009-05-01 00:00:00
301,1003-113-2009-5,1003,2009,5,113,1180464.0,30.4,31.0,32.5,3.65,Jihočeský,1+1,2009-05-01 00:00:00
302,1004-113-2009-5,1004,2009,5,113,1144901.58,30.3,30.9,32.4,3.64,Pardubický,1+1,2009-05-01 00:00:00
303,1005-113-2009-5,1005,2009,5,113,1153656.904,30.2,30.8,32.3,3.63,Královéhradecký,1+1,2009-05-01 00:00:00
304,1006-113-2009-5,1006,2009,5,113,895946.0,22.5,23.0,24.1,2.7,Vysočina,1+1,2009-05-01 00:00:00
305,1007-113-2009-5,1007,2009,5,113,919312.2215,25.3,25.8,27.0,3.03,Karlovarský,1+1,2009-05-01 00:00:00
306,1008-113-2009-5,1008,2009,5,113,937611.9103,24.9,25.4,26.7,2.99,Liberecký,1+1,2009-05-01 00:00:00
307,1010-113-2009-5,1010,2009,5,113,1261387.0,31.8,32.5,34.0,3.82,Plzeňský,1+1,2009-05-01 00:00:00
308,1011-113-2009-5,1011,2009,5,113,1362959.159,30.8,31.4,33.0,3.7,Středočeský,1+1,2009-05-01 00:00:00
309,1013-113-2009-5,1013,2009,5,113,564162.022,15.4,15.7,16.4,1.84,Ústecký,1+1,2009-05-01 00:00:00
310,2002-113-2009-5,2002,2009,5,113,1354221.157,35.2,35.9,37.6,4.22,Jihomoravský,1+1,2009-05-01 00:00:00
311,2009-113-2009-5,2009,2009,5,113,1114716.754,30.4,31.0,32.5,3.64,Olomoucký,1+1,2009-05-01 00:00:00
312,2012-113-2009-5,2012,2009,5,113,775646.2993,21.6,22.0,23.1,2.59,Moravskoslezský,1+1,2009-05-01 00:00:00
313,2014-113-2009-5,2014,2009,5,113,1028532.0959999999,26.4,26.9,28.2,3.16,Zlínský,1+1,2009-05-01 00:00:00
314,1001-123-2009-5,1001,2009,5,123,3472796.923,73.3,74.7,78.3,8.79,Praha,2+1,2009-05-01 00:00:00
315,1003-123-2009-5,1003,2009,5,123,1464302.6,37.7,38.4,40.3,4.52,Jihočeský,2+1,2009-05-01 00:00:00
316,1004-123-2009-5,1004,2009,5,123,1535216.795,40.7,41.5,43.5,4.88,Pardubický,2+1,2009-05-01 00:00:00
317,1005-123-2009-5,1005,2009,5,123,1660677.0159999998,43.5,44.4,46.5,5.22,Královéhradecký,2+1,2009-05-01 00:00:00
318,1006-123-2009-5,1006,2009,5,123,1266191.524,31.8,32.5,34.0,3.82,Vysočina,2+1,2009-05-01 00:00:00
319,1007-123-2009-5,1007,2009,5,123,1123662.202,30.9,31.5,33.0,3.71,Karlovarský,2+1,2009-05-01 00:00:00
320,1008-123-2009-5,1008,2009,5,123,1308900.139,34.8,35.5,37.2,4.18,Liberecký,2+1,2009-05-01 00:00:00
321,1010-123-2009-5,1010,2009,5,123,1833237.0,46.3,47.2,49.5,5.55,Plzeňský,2+1,2009-05-01 00:00:00
322,1011-123-2009-5,1011,2009,5,123,1745636.89,39.5,40.3,42.2,4.74,Středočeský,2+1,2009-05-01 00:00:00
323,1013-123-2009-5,1013,2009,5,123,744940.0077,20.3,20.7,21.7,2.43,Ústecký,2+1,2009-05-01 00:00:00
324,2002-123-2009-5,2002,2009,5,123,1839895.128,47.8,48.7,51.1,5.74,Jihomoravský,2+1,2009-05-01 00:00:00
325,2009-123-2009-5,2009,2009,5,123,1462164.219,39.9,40.6,42.6,4.78,Olomoucký,2+1,2009-05-01 00:00:00
326,2012-123-2009-5,2012,2009,5,123,1094205.521,30.5,31.1,32.6,3.65,Moravskoslezský,2+1,2009-05-01 00:00:00
327,2014-123-2009-5,2014,2009,5,123,1464253.956,37.6,38.3,40.2,4.51,Zlínský,2+1,2009-05-01 00:00:00
328,1001-126-2009-5,1001,2009,5,126,4729352.337,99.8,101.7,106.7,11.97,Praha,3+1,2009-05-01 00:00:00
329,1003-126-2009-5,1003,2009,5,126,1647089.4519999998,42.4,43.2,45.4,5.09,Jihočeský,3+1,2009-05-01 00:00:00
330,1004-126-2009-5,1004,2009,5,126,1776133.283,47.1,48.0,50.3,5.64,Pardubický,3+1,2009-05-01 00:00:00
331,1005-126-2009-5,1005,2009,5,126,1889564.8630000001,49.5,50.5,53.0,5.94,Královéhradecký,3+1,2009-05-01 00:00:00
332,1006-126-2009-5,1006,2009,5,126,1507675.6940000001,37.9,38.6,40.5,4.55,Vysočina,3+1,2009-05-01 00:00:00
333,1007-126-2009-5,1007,2009,5,126,1679207.994,46.2,47.1,49.4,5.54,Karlovarský,3+1,2009-05-01 00:00:00
334,1008-126-2009-5,1008,2009,5,126,1342698.235,35.7,36.4,38.2,4.28,Liberecký,3+1,2009-05-01 00:00:00
335,1010-126-2009-5,1010,2009,5,126,2352286.0,59.4,60.5,63.5,7.12,Plzeňský,3+1,2009-05-01 00:00:00
336,1011-126-2009-5,1011,2009,5,126,2262079.025,51.2,52.2,54.7,6.14,Středočeský,3+1,2009-05-01 00:00:00
337,1013-126-2009-5,1013,2009,5,126,970009.1539,26.4,26.9,28.3,3.17,Ústecký,3+1,2009-05-01 00:00:00
338,2002-126-2009-5,2002,2009,5,126,2482210.92,64.5,65.8,69.0,7.74,Jihomoravský,3+1,2009-05-01 00:00:00
339,2009-126-2009-5,2009,2009,5,126,1781820.4980000001,48.6,49.5,51.9,5.83,Olomoucký,3+1,2009-05-01 00:00:00
340,2012-126-2009-5,2012,2009,5,126,1353998.134,37.7,38.4,40.3,4.52,Moravskoslezský,3+1,2009-05-01 00:00:00
341,2014-126-2009-5,2014,2009,5,126,1678867.396,43.1,43.9,46.1,5.17,Zlínský,3+1,2009-05-01 00:00:00
342,1001-133-2009-5,1001,2009,5,133,6471814.92,136.5,139.1,146.0,16.38,Praha,4+1,2009-05-01 00:00:00
343,1003-133-2009-5,1003,2009,5,133,2070079.6519999998,53.3,54.3,57.0,6.4,Jihočeský,4+1,2009-05-01 00:00:00
344,1004-133-2009-5,1004,2009,5,133,2797141.0,74.1,75.5,79.2,8.89,Pardubický,4+1,2009-05-01 00:00:00
345,1005-133-2009-5,1005,2009,5,133,2593577.9790000003,68.0,69.3,72.7,8.16,Královéhradecký,4+1,2009-05-01 00:00:00
346,1006-133-2009-5,1006,2009,5,133,,,,,,Vysočina,4+1,2009-05-01 00:00:00
347,1007-133-2009-5,1007,2009,5,133,2175073.0,59.8,61.0,64.0,7.18,Karlovarský,4+1,2009-05-01 00:00:00
348,1008-133-2009-5,1008,2009,5,133,1820984.7759999998,48.4,49.4,51.8,5.81,Liberecký,4+1,2009-05-01 00:00:00
349,1010-133-2009-5,1010,2009,5,133,2052914.583,51.8,52.8,55.4,6.22,Plzeňský,4+1,2009-05-01 00:00:00
350,1011-133-2009-5,1011,2009,5,133,3187625.413,72.1,73.5,77.1,8.65,Středočeský,4+1,2009-05-01 00:00:00
351,1013-133-2009-5,1013,2009,5,133,987310.1294,26.9,27.4,28.8,3.23,Ústecký,4+1,2009-05-01 00:00:00
352,2002-133-2009-5,2002,2009,5,133,3168501.9960000003,82.4,83.9,88.1,9.88,Jihomoravský,4+1,2009-05-01 00:00:00
353,2009-133-2009-5,2009,2009,5,133,2243606.721,61.2,62.4,65.4,7.34,Olomoucký,4+1,2009-05-01 00:00:00
354,2012-133-2009-5,2012,2009,5,133,1697409.741,47.3,48.2,50.5,5.67,Moravskoslezský,4+1,2009-05-01 00:00:00
355,2014-133-2009-5,2014,2009,5,133,2353375.0,60.4,61.5,64.6,7.24,Zlínský,4+1,2009-05-01 00:00:00
356,0-113-2009-5,0,2009,5,113,1205567.0,28.4,28.9,30.3,3.4,Celá ČR,1+1,2009-05-01 00:00:00
357,0-123-2009-5,0,2009,5,123,1581258.0,37.2,37.9,39.8,4.46,Celá ČR,2+1,2009-05-01 00:00:00
358,0-126-2009-5,0,2009,5,126,1908027.0,44.9,45.8,48.0,5.39,Celá ČR,3+1,2009-05-01 00:00:00
359,0-133-2009-5,0,2009,5,133,2441843.0,57.5,58.6,61.4,6.89,Celá ČR,4+1,2009-05-01 00:00:00
360,1001-0-2009-5,1001,2009,5,0,4021214.2010000004,84.8,86.5,90.7,10.18,Praha,všechny byty,2009-05-01 00:00:00
361,1003-0-2009-5,1003,2009,5,0,1592995.004,41.0,41.8,43.9,4.92,Jihočeský,všechny byty,2009-05-01 00:00:00
362,1004-0-2009-5,1004,2009,5,0,1650466.9780000001,43.7,44.6,46.8,5.24,Pardubický,všechny byty,2009-05-01 00:00:00
363,1005-0-2009-5,1005,2009,5,0,1719942.299,45.1,46.0,48.2,5.41,Královéhradecký,všechny byty,2009-05-01 00:00:00
364,1006-0-2009-5,1006,2009,5,0,1362932.032,34.3,34.9,36.6,4.11,Vysočina,všechny byty,2009-05-01 00:00:00
365,1007-0-2009-5,1007,2009,5,0,1379089.0780000002,37.9,38.7,40.6,4.55,Karlovarský,všechny byty,2009-05-01 00:00:00
366,1008-0-2009-5,1008,2009,5,0,1303631.006,34.7,35.3,37.1,4.16,Liberecký,všechny byty,2009-05-01 00:00:00
367,1010-0-2009-5,1010,2009,5,0,1936377.2759999998,48.9,49.8,52.3,5.86,Plzeňský,všechny byty,2009-05-01 00:00:00
368,1011-0-2009-5,1011,2009,5,0,1991908.1609999998,45.1,45.9,48.2,5.41,Středočeský,všechny byty,2009-05-01 00:00:00
369,1013-0-2009-5,1013,2009,5,0,854194.52,23.3,23.7,24.9,2.79,Ústecký,všechny byty,2009-05-01 00:00:00
370,2002-0-2009-5,2002,2009,5,0,2176325.869,56.6,57.7,60.5,6.79,Jihomoravský,všechny byty,2009-05-01 00:00:00
371,2009-0-2009-5,2009,2009,5,0,1626273.794,44.3,45.2,47.4,5.32,Olomoucký,všechny byty,2009-05-01 00:00:00
372,2012-0-2009-5,2012,2009,5,0,1215591.747,33.8,34.5,36.2,4.06,Moravskoslezský,všechny byty,2009-05-01 00:00:00
373,2014-0-2009-5,2014,2009,5,0,1559929.039,40.0,40.8,42.8,4.8,Zlínský,všechny byty,2009-05-01 00:00:00
374,0-0-2009-5,0,2009,5,0,2057593.0,48.4,49.3,51.8,5.81,Celá ČR,všechny byty,2009-05-01 00:00:00
375,1001-113-2009-6,1001,2009,6,113,2370255.1459999997,49.4,50.3,52.9,5.92,Praha,1+1,2009-06-01 00:00:00
376,1003-113-2009-6,1003,2009,6,113,1234130.0,31.6,32.2,33.8,3.79,Jihočeský,1+1,2009-06-01 00:00:00
377,1004-113-2009-6,1004,2009,6,113,1116777.525,29.4,30.0,31.5,3.53,Pardubický,1+1,2009-06-01 00:00:00
378,1005-113-2009-6,1005,2009,6,113,1157428.789,30.1,30.7,32.2,3.61,Královéhradecký,1+1,2009-06-01 00:00:00
379,1006-113-2009-6,1006,2009,6,113,894104.0,22.3,22.8,23.9,2.68,Vysočina,1+1,2009-06-01 00:00:00
380,1007-113-2009-6,1007,2009,6,113,859208.5613,23.5,23.9,25.1,2.81,Karlovarský,1+1,2009-06-01 00:00:00
381,1008-113-2009-6,1008,2009,6,113,896307.0092,23.7,24.1,25.4,2.84,Liberecký,1+1,2009-06-01 00:00:00
382,1010-113-2009-6,1010,2009,6,113,1238341.0,31.2,31.8,33.4,3.74,Plzeňský,1+1,2009-06-01 00:00:00
383,1011-113-2009-6,1011,2009,6,113,1375017.771,30.8,31.4,33.0,3.69,Středočeský,1+1,2009-06-01 00:00:00
384,1013-113-2009-6,1013,2009,6,113,522530.8736,14.2,14.5,15.2,1.7,Ústecký,1+1,2009-06-01 00:00:00
385,2002-113-2009-6,2002,2009,6,113,1343666.9730000002,34.6,35.3,37.0,4.15,Jihomoravský,1+1,2009-06-01 00:00:00
386,2009-113-2009-6,2009,2009,6,113,1040305.151,28.2,28.8,30.2,3.38,Olomoucký,1+1,2009-06-01 00:00:00
387,2012-113-2009-6,2012,2009,6,113,764146.0234,21.2,21.6,22.7,2.54,Moravskoslezský,1+1,2009-06-01 00:00:00
388,2014-113-2009-6,2014,2009,6,113,994059.9226,25.2,25.7,27.0,3.03,Zlínský,1+1,2009-06-01 00:00:00
389,1001-123-2009-6,1001,2009,6,123,3494917.58,72.8,74.2,77.9,8.74,Praha,2+1,2009-06-01 00:00:00
390,1003-123-2009-6,1003,2009,6,123,1496597.25,38.3,39.1,41.0,4.6,Jihočeský,2+1,2009-06-01 00:00:00
391,1004-123-2009-6,1004,2009,6,123,1497664.753,39.5,40.2,42.3,4.73,Pardubický,2+1,2009-06-01 00:00:00
392,1005-123-2009-6,1005,2009,6,123,1651223.77,42.9,43.7,46.0,5.15,Královéhradecký,2+1,2009-06-01 00:00:00
393,1006-123-2009-6,1006,2009,6,123,1283336.064,32.1,32.7,34.3,3.84,Vysočina,2+1,2009-06-01 00:00:00
394,1007-123-2009-6,1007,2009,6,123,1157201.592,31.6,32.2,33.8,3.79,Karlovarský,2+1,2009-06-01 00:00:00
395,1008-123-2009-6,1008,2009,6,123,1287250.489,34.0,34.7,36.4,4.08,Liberecký,2+1,2009-06-01 00:00:00
396,1010-123-2009-6,1010,2009,6,123,1792664.0,45.1,46.0,48.3,5.41,Plzeňský,2+1,2009-06-01 00:00:00
397,1011-123-2009-6,1011,2009,6,123,1744507.852,39.1,39.8,41.8,4.69,Středočeský,2+1,2009-06-01 00:00:00
398,1013-123-2009-6,1013,2009,6,123,740087.0069,20.1,20.5,21.5,2.41,Ústecký,2+1,2009-06-01 00:00:00
399,2002-123-2009-6,2002,2009,6,123,1823810.476,46.9,47.9,50.3,5.63,Jihomoravský,2+1,2009-06-01 00:00:00
400,2009-123-2009-6,2009,2009,6,123,1414445.721,38.4,39.1,41.1,4.6,Olomoucký,2+1,2009-06-01 00:00:00
401,2012-123-2009-6,2012,2009,6,123,1059254.367,29.3,29.9,31.4,3.52,Moravskoslezský,2+1,2009-06-01 00:00:00
402,2014-123-2009-6,2014,2009,6,123,1463122.504,37.2,37.9,39.8,4.46,Zlínský,2+1,2009-06-01 00:00:00
403,1001-126-2009-6,1001,2009,6,126,4682134.435,97.5,99.4,104.4,11.7,Praha,3+1,2009-06-01 00:00:00
404,1003-126-2009-6,1003,2009,6,126,1619945.835,41.5,42.3,44.4,4.98,Jihočeský,3+1,2009-06-01 00:00:00
405,1004-126-2009-6,1004,2009,6,126,1743290.907,45.9,46.8,49.2,5.51,Pardubický,3+1,2009-06-01 00:00:00
