kraj-druh-R-M,id_kraj,rok,mesic,druh,cena,fdbi70,fdbi85,fdbi100,pdb
1004-123-2010-9,1004,2010,9,123,1293539.25,28.5,28.5,31.7,3.72
1005-123-2010-9,1005,2010,9,123,1334434.26,29.5,29.5,32.8,3.85
1006-123-2010-9,1006,2010,9,123,1085000.744,22.2,22.2,24.7,2.89
1007-123-2010-9,1007,2010,9,123,1295754.124,29.9,29.8,33.2,3.89
1008-123-2010-9,1008,2010,9,123,1111518.081,25.3,25.3,28.1,3.30
1010-123-2010-9,1010,2010,9,123,1651184.263,35.3,35.3,39.3,4.61
1011-123-2010-9,1011,2010,9,123,1710217.48,32.5,32.5,36.1,4.24
1013-123-2010-9,1013,2010,9,123,684272.3649,16.2,16.2,18.0,2.11
2002-123-2010-9,2002,2010,9,123,1799329.958,37.6,37.6,41.8,4.90
2009-123-2010-9,2009,2010,9,123,1235429.523,29.1,29.0,32.3,3.79
2012-123-2010-9,2012,2010,9,123,922367.9065,21.6,21.6,24.0,2.81
2014-123-2010-9,2014,2010,9,123,1312019.566,28.4,28.4,31.6,3.71
1001-126-2010-9,1001,2010,9,126,4654381.203,81.2,81.1,90.2,10.59
1003-126-2010-9,1003,2010,9,126,1354206.556,30.3,30.3,33.7,3.95
1004-126-2010-9,1004,2010,9,126,1616926.982,35.7,35.7,39.6,4.65
1005-126-2010-9,1005,2010,9,126,1503153.52,33.3,33.2,37.0,4.34
1006-126-2010-9,1006,2010,9,126,1304384.159,26.7,26.7,29.6,3.48
1007-126-2010-9,1007,2010,9,126,1631664.251,37.6,37.6,41.8,4.90
1008-126-2010-9,1008,2010,9,126,1300356.956,29.6,29.6,32.9,3.86
1010-126-2010-9,1010,2010,9,126,1961831.436,42.0,42.0,46.7,5.48
1011-126-2010-9,1011,2010,9,126,2112030.086,40.1,40.1,44.6,5.23
1013-126-2010-9,1013,2010,9,126,836029.395,19.8,19.8,22.0,2.58
2002-126-2010-9,2002,2010,9,126,1972776.654,41.2,41.2,45.8,5.37
2009-126-2010-9,2009,2010,9,126,1412315.425,33.2,33.2,36.9,4.33
2012-126-2010-9,2012,2010,9,126,1121077.549,26.2,26.2,29.1,3.42
2014-126-2010-9,2014,2010,9,126,1664015.188,36.1,36.0,40.1,4.70
1001-133-2010-9,1001,2010,9,133,6201256.543,108.1,108.1,120.2,14.11
1003-133-2010-9,1003,2010,9,133,1869260.996,41.8,41.8,46.5,5.45
1004-133-2010-9,1004,2010,9,133,2343204,51.7,51.7,57.5,6.74
1005-133-2010-9,1005,2010,9,133,2514893.901,55.7,55.6,61.8,7.26
1006-133-2010-9,1006,2010,9,133,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
1007-133-2010-9,1007,2010,9,133,2452876.696,56.5,56.5,62.8,7.37
1008-133-2010-9,1008,2010,9,133,1664534.018,37.9,37.8,42.1,4.94
1010-133-2010-9,1010,2010,9,133,2708000,58.0,57.9,64.4,7.56
1011-133-2010-9,1011,2010,9,133,3484722.444,66.2,66.1,73.5,8.63
1013-133-2010-9,1013,2010,9,133,803667.2285,19.0,19.0,21.1,2.48
2002-133-2010-9,2002,2010,9,133,3395387.363,70.9,70.9,78.8,9.25
2009-133-2010-9,2009,2010,9,133,2319543.323,54.6,54.5,60.6,7.12
2012-133-2010-9,2012,2010,9,133,1537625.991,36.0,35.9,40.0,4.69
2014-133-2010-9,2014,2010,9,133,2270855.81,49.2,49.2,54.7,6.42
0-113-2010-9,0,2010,9,113,968251,19.3,19.3,21.4,2.51
0-123-2010-9,0,2010,9,123,1293486,25.8,25.7,28.6,3.36
0-126-2010-9,0,2010,9,126,1548484,30.8,30.8,34.3,4.02
0-133-2010-9,0,2010,9,133,2171108,43.2,43.2,48.0,5.64
1001-0-2010-9,1001,2010,9,0,3838077.93,66.9,66.9,74.4,8.73
1003-0-2010-9,1003,2010,9,0,1326501.972,29.7,29.7,33.0,3.87
1004-0-2010-9,1004,2010,9,0,1439698.416,31.8,31.8,35.3,4.14
1005-0-2010-9,1005,2010,9,0,1413151.117,31.3,31.3,34.8,4.08
1006-0-2010-9,1006,2010,9,0,1178851.343,24.1,24.1,26.8,3.14
1007-0-2010-9,1007,2010,9,0,1433455.984,33.0,33.0,36.7,4.31
1008-0-2010-9,1008,2010,9,0,1189281.469,27.1,27.0,30.1,3.53
1010-0-2010-9,1010,2010,9,0,1719480.006,36.8,36.8,40.9,4.80
1011-0-2010-9,1011,2010,9,0,1911867.174,36.3,36.3,40.3,4.74
1013-0-2010-9,1013,2010,9,0,725778.1543,17.2,17.2,19.1,2.24
2002-0-2010-9,2002,2010,9,0,1909710.463,39.9,39.9,44.3,5.20
2009-0-2010-9,2009,2010,9,0,1341261.127,31.6,31.5,35.1,4.11
2012-0-2010-9,2012,2010,9,0,1024387.078,24.0,23.9,26.6,3.12
2014-0-2010-9,2014,2010,9,0,1473557.688,31.9,31.9,35.5,4.16
0-0-2010-9,0,2010,9,0,1708977,34.0,34.0,37.8,4.44
1001-113-2010-10,1001,2010,10,113,2231800.384,38.4,38.6,43.1,5.07
1003-113-2010-10,1003,2010,10,113,962911.9338,21.3,21.4,23.8,2.80
1004-113-2010-10,1004,2010,10,113,908668.3198,19.7,19.8,22.1,2.59
1005-113-2010-10,1005,2010,10,113,957804.4363,20.9,21.0,23.4,2.76
1006-113-2010-10,1006,2010,10,113,824561,16.5,16.6,18.5,2.18
1007-113-2010-10,1007,2010,10,113,827582.958,18.8,18.9,21.0,2.47
1008-113-2010-10,1008,2010,10,113,761113.196,17.1,17.2,19.1,2.25
1010-113-2010-10,1010,2010,10,113,1090690,22.9,23.0,25.7,3.02
1011-113-2010-10,1011,2010,10,113,1214119.743,22.8,22.9,25.5,3.00
1013-113-2010-10,1013,2010,10,113,440323.8242,10.3,10.3,11.5,1.35
2002-113-2010-10,2002,2010,10,113,1223888.64,25.1,25.2,28.1,3.31
2009-113-2010-10,2009,2010,10,113,889861.6161,20.6,20.7,23.1,2.72
2012-113-2010-10,2012,2010,10,113,661719.1472,15.2,15.3,17.0,2.00
2014-113-2010-10,2014,2010,10,113,907733.8232,19.4,19.5,21.8,2.56
1001-123-2010-10,1001,2010,10,123,3201245.146,55.1,55.4,61.8,7.27
1003-123-2010-10,1003,2010,10,123,1221724.727,27.0,27.1,30.2,3.56
1004-123-2010-10,1004,2010,10,123,1295240.788,28.1,28.2,31.4,3.70
1005-123-2010-10,1005,2010,10,123,1386059.787,30.3,30.4,33.9,3.99
1006-123-2010-10,1006,2010,10,123,1048625.454,21.0,21.1,23.5,2.77
1007-123-2010-10,1007,2010,10,123,1261377.355,28.6,28.8,32.0,3.77
1008-123-2010-10,1008,2010,10,123,1074122.983,24.1,24.2,27.0,3.18
1010-123-2010-10,1010,2010,10,123,1654289.827,34.8,34.9,38.9,4.58
1011-123-2010-10,1011,2010,10,123,1696043.526,31.8,32.0,35.6,4.19
1013-123-2010-10,1013,2010,10,123,678899.4781,15.8,15.9,17.7,2.08
2002-123-2010-10,2002,2010,10,123,1786965.896,36.6,36.8,41.0,4.83
2009-123-2010-10,2009,2010,10,123,1246761.003,28.9,29.1,32.4,3.81
2012-123-2010-10,2012,2010,10,123,924927.5351,21.3,21.4,23.8,2.80
2014-123-2010-10,2014,2010,10,123,1269658.157,27.2,27.3,30.4,3.58
1001-126-2010-10,1001,2010,10,126,4513124.003,77.7,78.1,87.1,10.26
1003-126-2010-10,1003,2010,10,126,1404497.184,31.0,31.2,34.7,4.09
1004-126-2010-10,1004,2010,10,126,1612971.432,35.0,35.1,39.2,4.61
1005-126-2010-10,1005,2010,10,126,1520116.231,33.2,33.4,37.2,4.38
1006-126-2010-10,1006,2010,10,126,1283776.2,25.7,25.9,28.8,3.39
1007-126-2010-10,1007,2010,10,126,1660952.342,37.7,37.9,42.2,4.97
1008-126-2010-10,1008,2010,10,126,1289606.822,28.9,29.1,32.4,3.82
1010-126-2010-10,1010,2010,10,126,1978167.926,41.6,41.8,46.6,5.48
1011-126-2010-10,1011,2010,10,126,2119746.431,39.7,39.9,44.5,5.24
1013-126-2010-10,1013,2010,10,126,816771.1867,19.0,19.1,21.3,2.51
2002-126-2010-10,2002,2010,10,126,1979442.084,40.6,40.8,45.5,5.35
2009-126-2010-10,2009,2010,10,126,1390173.714,32.2,32.4,36.1,4.25
2012-126-2010-10,2012,2010,10,126,1136851.308,26.1,26.3,29.3,3.45
2014-126-2010-10,2014,2010,10,126,1606163.652,34.4,34.6,38.5,4.53
1001-133-2010-10,1001,2010,10,133,6045090.713,104.1,104.7,116.6,13.74
1003-133-2010-10,1003,2010,10,133,1948684.256,43.0,43.3,48.2,5.68
1004-133-2010-10,1004,2010,10,133,2132033.758,46.2,46.5,51.8,6.10
1005-133-2010-10,1005,2010,10,133,2485734.556,54.3,54.5,60.8,7.16
1006-133-2010-10,1006,2010,10,133,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
1007-133-2010-10,1007,2010,10,133,2529663.992,57.4,57.7,64.3,7.57
1008-133-2010-10,1008,2010,10,133,1522296.867,34.2,34.3,38.3,4.51
1010-133-2010-10,1010,2010,10,133,2586032,54.3,54.6,60.9,7.17
1011-133-2010-10,1011,2010,10,133,3239294.086,60.7,61.0,68.0,8.01
1013-133-2010-10,1013,2010,10,133,793684.9161,18.5,18.6,20.7,2.44
2002-133-2010-10,2002,2010,10,133,3378845.93,69.3,69.7,77.6,9.14
2009-133-2010-10,2009,2010,10,133,2351413.013,54.5,54.8,61.1,7.19
2012-133-2010-10,2012,2010,10,133,1590886.811,36.6,36.8,41.0,4.82
2014-133-2010-10,2014,2010,10,133,2065586.577,44.2,44.4,49.5,5.83
0-113-2010-10,0,2010,10,113,986867,19.3,19.4,21.7,2.55
0-123-2010-10,0,2010,10,123,1323616,26.0,26.1,29.1,3.42
0-126-2010-10,0,2010,10,126,1573021,30.8,31.0,34.5,4.07
0-133-2010-10,0,2010,10,133,2166272,42.5,42.7,47.6,5.60
1001-0-2010-10,1001,2010,10,0,3769969.519,64.9,65.3,72.7,8.57
1003-0-2010-10,1003,2010,10,0,1366894.006,30.2,30.4,33.8,3.98
1004-0-2010-10,1004,2010,10,0,1421025.334,30.8,31.0,34.5,4.06
1005-0-2010-10,1005,2010,10,0,1431004.705,31.2,31.4,35.0,4.12
1006-0-2010-10,1006,2010,10,0,1154719.91,23.1,23.3,25.9,3.05
1007-0-2010-10,1007,2010,10,0,1445013.14,32.8,32.9,36.7,4.32
1008-0-2010-10,1008,2010,10,0,1146901.542,25.7,25.9,28.8,3.39
1010-0-2010-10,1010,2010,10,0,1722425.032,36.2,36.4,40.5,4.77
1011-0-2010-10,1011,2010,10,0,1894593.412,35.5,35.7,39.8,4.68
1013-0-2010-10,1013,2010,10,0,711631.0007,16.6,16.7,18.6,2.19
2002-0-2010-10,2002,2010,10,0,1910543.974,39.2,39.4,43.9,5.17
2009-0-2010-10,2009,2010,10,0,1335651.968,31.0,31.1,34.7,4.08
2012-0-2010-10,2012,2010,10,0,1036276.008,23.8,24.0,26.7,3.14
2014-0-2010-10,2014,2010,10,0,1421370.802,30.4,30.6,34.1,4.01
0-0-2010-10,0,2010,10,0,1723613,33.8,34.0,37.9,4.46
1001-113-2010-11,1001,2010,11,113,2172021.383,36.7,36.8,41.3,4.93
1003-113-2010-11,1003,2010,11,113,945615.7041,20.5,20.5,23.1,2.75
1004-113-2010-11,1004,2010,11,113,895579.2721,18.9,19.0,21.3,2.54
1005-113-2010-11,1005,2010,11,113,967972.0339,20.7,20.8,23.3,2.78
1006-113-2010-11,1006,2010,11,113,839399,16.4,16.4,18.4,2.20
1007-113-2010-11,1007,2010,11,113,812128.8773,18.0,18.1,20.3,2.41
1008-113-2010-11,1008,2010,11,113,757774.1172,16.7,16.7,18.8,2.24
1010-113-2010-11,1010,2010,11,113,1097918,22.5,22.6,25.3,3.02
1011-113-2010-11,1011,2010,11,113,1240973.059,22.8,22.9,25.7,3.06
1013-113-2010-11,1013,2010,11,113,454615.3563,10.4,10.4,11.7,1.39
2002-113-2010-11,2002,2010,11,113,1199969.031,24.0,24.1,27.0,3.22
2009-113-2010-11,2009,2010,11,113,894289.9441,20.3,20.4,22.9,2.72
2012-113-2010-11,2012,2010,11,113,648971.7258,14.6,14.6,16.4,1.95
2014-113-2010-11,2014,2010,11,113,917418.0266,19.3,19.3,21.7,2.58
1001-123-2010-11,1001,2010,11,123,3109428.335,52.5,52.7,59.1,7.06
1003-123-2010-11,1003,2010,11,123,1247194.74,27.0,27.1,30.4,3.63
1004-123-2010-11,1004,2010,11,123,1326927.976,28.0,28.1,31.6,3.77
1005-123-2010-11,1005,2010,11,123,1382398.081,29.5,29.7,33.3,3.97
1006-123-2010-11,1006,2010,11,123,1052141.278,20.5,20.6,23.1,2.75
1007-123-2010-11,1007,2010,11,123,1276315.517,28.3,28.4,31.9,3.80
1008-123-2010-11,1008,2010,11,123,1078247.976,23.7,23.8,26.7,3.18
1010-123-2010-11,1010,2010,11,123,1724363.926,35.3,35.4,39.8,4.74
1011-123-2010-11,1011,2010,11,123,1672980.467,30.7,30.9,34.6,4.13
1013-123-2010-11,1013,2010,11,123,664806.1045,15.2,15.2,17.1,2.03
2002-123-2010-11,2002,2010,11,123,1769442.59,35.4,35.5,39.8,4.75
2009-123-2010-11,2009,2010,11,123,1253930.673,28.4,28.6,32.0,3.82
2012-123-2010-11,2012,2010,11,123,916750.1982,20.6,20.7,23.2,2.76
2014-123-2010-11,2014,2010,11,123,1266042.633,26.6,26.7,29.9,3.57
1001-126-2010-11,1001,2010,11,126,4448159.59,75.1,75.4,84.6,10.09
1003-126-2010-11,1003,2010,11,126,1421062.206,30.8,30.9,34.7,4.13
1004-126-2010-11,1004,2010,11,126,1620395.234,34.2,34.4,38.6,4.60
1005-126-2010-11,1005,2010,11,126,1518350.4,32.5,32.6,36.6,4.36
1006-126-2010-11,1006,2010,11,126,1311325.05,25.6,25.7,28.8,3.43
1007-126-2010-11,1007,2010,11,126,1680818.204,37.2,37.4,41.9,5.00
1008-126-2010-11,1008,2010,11,126,1281811.903,28.2,28.3,31.7,3.78
1010-126-2010-11,1010,2010,11,126,2013771.931,41.2,41.4,46.5,5.54
1011-126-2010-11,1011,2010,11,126,2120222.426,38.9,39.1,43.9,5.23
1013-126-2010-11,1013,2010,11,126,804245.9552,18.3,18.4,20.7,2.46
2002-126-2010-11,2002,2010,11,126,2042206.544,40.8,41.0,46.0,5.48
2009-126-2010-11,2009,2010,11,126,1374712.312,31.2,31.3,35.1,4.19
2012-126-2010-11,2012,2010,11,126,1129986.907,25.4,25.5,28.6,3.41
2014-126-2010-11,2014,2010,11,126,1580135.116,33.2,33.3,37.4,4.46
1001-133-2010-11,1001,2010,11,133,6006954.714,101.4,101.8,114.2,13.63
1003-133-2010-11,1003,2010,11,133,1830764.49,39.6,39.8,44.6,5.33
1004-133-2010-11,1004,2010,11,133,2203098.952,46.6,46.7,52.4,6.26
1005-133-2010-11,1005,2010,11,133,2556180.556,54.6,54.9,61.6,7.34
1006-133-2010-11,1006,2010,11,133,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
1007-133-2010-11,1007,2010,11,133,2423788.423,53.7,53.9,60.5,7.22
1008-133-2010-11,1008,2010,11,133,1537288.151,33.8,33.9,38.1,4.54
1010-133-2010-11,1010,2010,11,133,2425350,49.7,49.9,55.9,6.68
1011-133-2010-11,1011,2010,11,133,3047050.586,56.0,56.2,63.1,7.52
1013-133-2010-11,1013,2010,11,133,810514.4172,18.5,18.6,20.8,2.48
2002-133-2010-11,2002,2010,11,133,3356341.498,67.1,67.3,75.5,9.01
2009-133-2010-11,2009,2010,11,133,2348153.472,53.3,53.5,60.0,7.16
2012-133-2010-11,2012,2010,11,133,1624876.526,36.5,36.6,41.1,4.90
2014-133-2010-11,2014,2010,11,133,2060044.07,43.2,43.4,48.7,5.81
0-113-2010-11,0,2010,11,113,990271,19.0,19.0,21.4,2.55
0-123-2010-11,0,2010,11,123,1325145,25.4,25.5,28.6,3.41
0-126-2010-11,0,2010,11,126,1577378,30.2,30.3,34.1,4.06
0-133-2010-11,0,2010,11,133,2137921,41.0,41.1,46.2,5.51
1001-0-2010-11,1001,2010,11,0,3697343.482,62.4,62.7,70.3,8.39
1003-0-2010-11,1003,2010,11,0,1367311.221,29.6,29.7,33.3,3.98
1004-0-2010-11,1004,2010,11,0,1436817.29,30.4,30.5,34.2,4.08
1005-0-2010-11,1005,2010,11,0,1394055.9,29.8,29.9,33.6,4.00
1006-0-2010-11,1006,2010,11,0,1172060.766,22.9,22.9,25.7,3.07
1007-0-2010-11,1007,2010,11,0,1446568.536,32.0,32.2,36.1,4.31
1008-0-2010-11,1008,2010,11,0,1145852.8,25.2,25.3,28.4,3.38
1010-0-2010-11,1010,2010,11,0,1756363.83,36.0,36.1,40.5,4.83
1011-0-2010-11,1011,2010,11,0,1878772.877,34.5,34.6,38.9,4.64
1013-0-2010-11,1013,2010,11,0,706115.6702,16.1,16.2,18.1,2.16
2002-0-2010-11,2002,2010,11,0,1931009.416,38.6,38.7,43.5,5.18
2009-0-2010-11,2009,2010,11,0,1330342.358,30.2,30.3,34.0,4.05
2012-0-2010-11,2012,2010,11,0,1031171.563,23.1,23.2,26.1,3.11
2014-0-2010-11,2014,2010,11,0,1409717.184,29.6,29.7,33.3,3.97
0-0-2010-11,0,2010,11,0,1722188,33.0,33.1,37.2,4.43
1001-113-2010-12,1001,2010,12,113,2192040.379,36.8,36.9,41.5,4.97
1003-113-2010-12,1003,2010,12,113,912558.2546,19.6,19.7,22.1,2.65
1004-113-2010-12,1004,2010,12,113,877015.3905,18.3,18.4,20.7,2.47
1005-113-2010-12,1005,2010,12,113,1011780.062,21.5,21.5,24.2,2.90
1006-113-2010-12,1006,2010,12,113,849280,16.3,16.4,18.4,2.20
1007-113-2010-12,1007,2010,12,113,839738.5812,18.4,18.5,20.8,2.49
1008-113-2010-12,1008,2010,12,113,738498.8846,16.1,16.2,18.2,2.17
1010-113-2010-12,1010,2010,12,113,1044808.012,21.1,21.2,23.9,2.85
1011-113-2010-12,1011,2010,12,113,1221306.045,22.3,22.3,25.1,3.01
1013-113-2010-12,1013,2010,12,113,452294.2399,10.2,10.3,11.5,1.38
2002-113-2010-12,2002,2010,12,113,1182719.229,23.4,23.4,26.3,3.15
2009-113-2010-12,2009,2010,12,113,909383.6534,20.5,20.5,23.1,2.76
2012-113-2010-12,2012,2010,12,113,663955.4013,14.7,14.8,16.6,1.99
2014-113-2010-12,2014,2010,12,113,899439.5242,18.8,18.8,21.2,2.53
1001-123-2010-12,1001,2010,12,123,3076468.852,51.6,51.7,58.2,6.97
1003-123-2010-12,1003,2010,12,123,1235325.641,26.6,26.6,30.0,3.59
1004-123-2010-12,1004,2010,12,123,1316779.674,27.5,27.6,31.0,3.71
1005-123-2010-12,1005,2010,12,123,1385295.894,29.4,29.5,33.2,3.97
1006-123-2010-12,1006,2010,12,123,1083675.126,20.9,20.9,23.5,2.81
1007-123-2010-12,1007,2010,12,123,1257271.418,27.6,27.7,31.1,3.72
1008-123-2010-12,1008,2010,12,123,1043831.536,22.8,22.8,25.7,3.07
1010-123-2010-12,1010,2010,12,123,1596487.676,32.3,32.4,36.4,4.36
1011-123-2010-12,1011,2010,12,123,1668109.005,30.4,30.5,34.3,4.11
1013-123-2010-12,1013,2010,12,123,657474.9627,14.9,14.9,16.8,2.00
2002-123-2010-12,2002,2010,12,123,1753816.095,34.6,34.7,39.1,4.67
2009-123-2010-12,2009,2010,12,123,1233867.706,27.8,27.8,31.3,3.75
2012-123-2010-12,2012,2010,12,123,919447.7637,20.4,20.5,23.0,2.75
2014-123-2010-12,2014,2010,12,123,1249892.773,26.1,26.1,29.4,3.52
1001-126-2010-12,1001,2010,12,126,4527115.253,76.0,76.1,85.7,10.26
1003-126-2010-12,1003,2010,12,126,1373844.894,29.6,29.6,33.3,3.99
1004-126-2010-12,1004,2010,12,126,1613394.385,33.7,33.8,38.0,4.55
1005-126-2010-12,1005,2010,12,126,1522202.213,32.3,32.4,36.4,4.36
1006-126-2010-12,1006,2010,12,126,1321065.651,25.4,25.5,28.7,3.43
1007-126-2010-12,1007,2010,12,126,1640407.707,36.0,36.1,40.6,4.86
1008-126-2010-12,1008,2010,12,126,1274807.741,27.8,27.9,31.4,3.76
1010-126-2010-12,1010,2010,12,126,1627079.119,32.9,33.0,37.1,4.44
1011-126-2010-12,1011,2010,12,126,2114514.893,38.6,38.7,43.5,5.21
1013-126-2010-12,1013,2010,12,126,790110.9307,17.9,17.9,20.2,2.41
2002-126-2010-12,2002,2010,12,126,2047242.526,40.4,40.5,45.6,5.46
2009-126-2010-12,2009,2010,12,126,1352786.96,30.5,30.5,34.4,4.11
2012-126-2010-12,2012,2010,12,126,1126611.776,25.0,25.1,28.2,3.38
2014-126-2010-12,2014,2010,12,126,1556541.232,32.5,32.6,36.6,4.38
1001-133-2010-12,1001,2010,12,133,6142234.714,103.1,103.3,116.3,13.92
1003-133-2010-12,1003,2010,12,133,1692918.796,36.4,36.5,41.1,4.92
1004-133-2010-12,1004,2010,12,133,2152741.548,45.0,45.1,50.7,6.07
1005-133-2010-12,1005,2010,12,133,2626626.556,55.8,55.9,62.9,7.53
1006-133-2010-12,1006,2010,12,133,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
1007-133-2010-12,1007,2010,12,133,2505895.933,55.0,55.1,62.0,7.43
1008-133-2010-12,1008,2010,12,133,1560377.97,34.1,34.1,38.4,4.60
1010-133-2010-12,1010,2010,12,133,2307952,46.7,46.8,52.7,6.31
1011-133-2010-12,1011,2010,12,133,3067524.065,56.0,56.1,63.2,7.56
1013-133-2010-12,1013,2010,12,133,796356.3717,18.0,18.1,20.3,2.43
2002-133-2010-12,2002,2010,12,133,3249085.487,64.2,64.3,72.4,8.66
2009-133-2010-12,2009,2010,12,133,2335709.695,52.6,52.7,59.3,7.10
2012-133-2010-12,2012,2010,12,133,1610641.083,35.8,35.9,40.4,4.83
2014-133-2010-12,2014,2010,12,133,2101416.645,43.9,44.0,49.5,5.92
0-113-2010-12,0,2010,12,113,978833,18.6,18.6,21.0,2.51
0-123-2010-12,0,2010,12,123,1320107,25.1,25.1,28.3,3.38
0-126-2010-12,0,2010,12,126,1569592,29.8,29.9,33.6,4.02
0-133-2010-12,0,2010,12,133,2092578,39.8,39.8,44.8,5.37
1001-0-2010-12,1001,2010,12,0,3727895.223,62.6,62.7,70.6,8.45
1003-0-2010-12,1003,2010,12,0,1321961.356,28.4,28.5,32.1,3.84
1004-0-2010-12,1004,2010,12,0,1424394.307,29.8,29.8,33.6,4.02
1005-0-2010-12,1005,2010,12,0,1401446.906,29.8,29.8,33.6,4.01
1006-0-2010-12,1006,2010,12,0,1190065.929,22.9,22.9,25.8,3.09
1007-0-2010-12,1007,2010,12,0,1435914.807,31.5,31.6,35.5,4.25
1008-0-2010-12,1008,2010,12,0,1129644.163,24.7,24.7,27.8,3.33
1010-0-2010-12,1010,2010,12,0,1545398.05,31.3,31.3,35.3,4.22
1011-0-2010-12,1011,2010,12,0,1872861.519,34.2,34.3,38.6,4.61
1013-0-2010-12,1013,2010,12,0,696025.0305,15.7,15.8,17.8,2.12
2002-0-2010-12,2002,2010,12,0,1918844.669,37.9,38.0,42.7,5.11
2009-0-2010-12,2009,2010,12,0,1313756.946,29.6,29.6,33.4,3.99
2012-0-2010-12,2012,2010,12,0,1031511.266,22.9,23.0,25.8,3.09
2014-0-2010-12,2014,2010,12,0,1394056.242,29.1,29.2,32.8,3.93
0-0-2010-12,0,2010,12,0,1723446,32.7,32.8,36.9,4.42
1001-113-2011-1,1001,2011,1,113,2122088.05,35.8,36.0,40.4,4.80
1003-113-2011-1,1003,2011,1,113,917973.8615,19.9,20.0,22.4,2.66
1004-113-2011-1,1004,2011,1,113,988357.0039,20.6,20.8,23.3,2.77
1005-113-2011-1,1005,2011,1,113,1045493.962,22.3,22.4,25.1,2.99
1006-113-2011-1,1006,2011,1,113,876882,16.8,16.9,19.0,2.26
1007-113-2011-1,1007,2011,1,113,894411.8497,19.7,19.8,22.2,2.63
1008-113-2011-1,1008,2011,1,113,656552.7688,14.4,14.5,16.2,1.93
1010-113-2011-1,1010,2011,1,113,1112236,22.5,22.6,25.4,3.02
1011-113-2011-1,1011,2011,1,113,1211499.112,22.2,22.3,25.1,2.98
1013-113-2011-1,1013,2011,1,113,456188.952,10.3,10.4,11.7,1.38
2002-113-2011-1,2002,2011,1,113,1223500.286,24.1,24.3,27.2,3.24
2009-113-2011-1,2009,2011,1,113,886832.8941,20.0,20.1,22.6,2.68
2012-113-2011-1,2012,2011,1,113,687948.6958,15.3,15.4,17.2,2.05
2014-113-2011-1,2014,2011,1,113,881926.3862,18.5,18.6,20.9,2.48
1001-123-2011-1,1001,2011,1,123,3034185.16,51.2,51.5,57.7,6.87
1003-123-2011-1,1003,2011,1,123,1262557.189,27.3,27.5,30.8,3.66
1004-123-2011-1,1004,2011,1,123,1392738.5,29.1,29.3,32.8,3.90
1005-123-2011-1,1005,2011,1,123,1533718.985,32.7,32.9,36.9,4.38
1006-123-2011-1,1006,2011,1,123,1069425.568,20.5,20.7,23.2,2.75
1007-123-2011-1,1007,2011,1,123,1304910.744,28.7,28.9,32.4,3.85
1008-123-2011-1,1008,2011,1,123,1078807.163,23.6,23.8,26.7,3.17
1010-123-2011-1,1010,2011,1,123,1666363.957,33.7,33.9,38.0,4.52
1011-123-2011-1,1011,2011,1,123,1645416.71,30.2,30.3,34.0,4.05
1013-123-2011-1,1013,2011,1,123,633416.8914,14.4,14.5,16.2,1.92
2002-123-2011-1,2002,2011,1,123,1764452.561,34.8,35.0,39.3,4.67
2009-123-2011-1,2009,2011,1,123,1164475.169,26.3,26.5,29.7,3.53
2012-123-2011-1,2012,2011,1,123,968677.3377,21.5,21.7,24.3,2.89
2014-123-2011-1,2014,2011,1,123,1245315.378,26.1,26.3,29.5,3.50
1001-126-2011-1,1001,2011,1,126,4382581.287,73.9,74.4,83.4,9.92
1003-126-2011-1,1003,2011,1,126,1268661.629,27.4,27.6,30.9,3.68
1004-126-2011-1,1004,2011,1,126,1512620.756,31.6,31.8,35.6,4.24
1005-126-2011-1,1005,2011,1,126,1426023.362,30.4,30.6,34.3,4.08
1006-126-2011-1,1006,2011,1,126,1242848.825,23.9,24.0,26.9,3.20
1007-126-2011-1,1007,2011,1,126,1503978.861,33.1,33.3,37.3,4.43
1008-126-2011-1,1008,2011,1,126,1150433.464,25.2,25.4,28.4,3.38
1010-126-2011-1,1010,2011,1,126,1461133.351,29.6,29.7,33.3,3.96
1011-126-2011-1,1011,2011,1,126,1969521.195,36.1,36.3,40.7,4.84
1013-126-2011-1,1013,2011,1,126,755644.6301,17.1,17.2,19.3,2.30
2002-126-2011-1,2002,2011,1,126,2055189.983,40.6,40.8,45.7,5.44
2009-126-2011-1,2009,2011,1,126,1364270.483,30.8,31.0,34.8,4.13
2012-126-2011-1,2012,2011,1,126,1032028.772,22.9,23.1,25.9,3.07
2014-126-2011-1,2014,2011,1,126,1506380.185,31.6,31.8,35.7,4.24
1001-133-2011-1,1001,2011,1,133,6119231.893,103.2,103.8,116.4,13.85
1003-133-2011-1,1003,2011,1,133,1800425,38.9,39.2,43.9,5.22
1004-133-2011-1,1004,2011,1,133,2418054,50.5,50.8,57.0,6.78
1005-133-2011-1,1005,2011,1,133,2697071.679,57.5,57.8,64.8,7.71
1006-133-2011-1,1006,2011,1,133,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!
1007-133-2011-1,1007,2011,1,133,2805738.038,61.7,62.0,69.6,8.28
1008-133-2011-1,1008,2011,1,133,1779111.94,39.0,39.2,44.0,5.23
1010-133-2011-1,1010,2011,1,133,2272800,46.0,46.2,51.8,6.17
