kraj_index,byt_index,datum,cena,pdb,fdbi70,fdbi85,fdbi100
0,0,2009-07-01,2376583,5.87,0.49,0.50,0.53
1,0,2009-07-01,1055163,3.22,0.27,0.27,0.29
2,0,2009-07-01,1112194,3.49,0.29,0.30,0.31
3,0,2009-07-01,1156002,3.57,0.30,0.30,0.32
4,0,2009-07-01,887054,2.64,0.22,0.22,0.24
5,0,2009-07-01,819069,2.66,0.22,0.23,0.24
6,0,2009-07-01,904864,2.85,0.24,0.24,0.26
7,0,2009-07-01,1237374,3.72,0.31,0.32,0.33
8,0,2009-07-01,1305605,3.47,0.29,0.29,0.31
9,0,2009-07-01,517541,1.68,0.14,0.14,0.15
10,0,2009-07-01,1347328,4.12,0.34,0.35,0.37
11,0,2009-07-01,1002026,3.24,0.27,0.28,0.29
12,0,2009-07-01,753142,2.49,0.21,0.21,0.22
13,0,2009-07-01,988778,2.98,0.25,0.25,0.27
0,1,2009-07-01,3517256,8.68,0.72,0.74,0.78
1,1,2009-07-01,1454434,4.44,0.37,0.38,0.40
2,1,2009-07-01,1453856,4.57,0.38,0.39,0.41
3,1,2009-07-01,1629147,5.04,0.42,0.43,0.45
4,1,2009-07-01,1278273,3.81,0.32,0.32,0.34
5,1,2009-07-01,1120546,3.65,0.30,0.31,0.33
6,1,2009-07-01,1287508,4.05,0.34,0.34,0.36
7,1,2009-07-01,1817240,5.47,0.46,0.46,0.49
8,1,2009-07-01,1721138,4.58,0.38,0.39,0.41
9,1,2009-07-01,722918,2.34,0.20,0.20,0.21
10,1,2009-07-01,1820112,5.57,0.46,0.47,0.50
11,1,2009-07-01,1371826,4.44,0.37,0.38,0.40
12,1,2009-07-01,1040179,3.43,0.29,0.29,0.31
13,1,2009-07-01,1458434,4.40,0.37,0.37,0.39
0,2,2009-07-01,4738967,11.70,0.98,0.99,1.05
1,2,2009-07-01,1670892,5.10,0.43,0.43,0.46
2,2,2009-07-01,1737417,5.46,0.46,0.46,0.49
3,2,2009-07-01,1871159,5.78,0.48,0.49,0.52
4,2,2009-07-01,1583313,4.71,0.39,0.40,0.42
5,2,2009-07-01,1681391,5.47,0.46,0.46,0.49
6,2,2009-07-01,1294310,4.07,0.34,0.34,0.36
7,2,2009-07-01,2193183,6.61,0.55,0.56,0.59
8,2,2009-07-01,2224597,5.92,0.49,0.50,0.53
9,2,2009-07-01,929198,3.01,0.25,0.26,0.27
10,2,2009-07-01,2523171,7.72,0.64,0.66,0.69
11,2,2009-07-01,1737485,5.63,0.47,0.48,0.50
12,2,2009-07-01,1262986,4.17,0.35,0.35,0.37
13,2,2009-07-01,1679607,5.07,0.42,0.43,0.45
0,3,2009-07-01,6386969,15.77,1.31,1.34,1.41
1,3,2009-07-01,2080535,6.35,0.53,0.54,0.57
2,3,2009-07-01,2662406,8.37,0.70,0.71,0.75
3,3,2009-07-01,2628774,8.13,0.68,0.69,0.73
5,3,2009-07-01,2219091,7.22,0.60,0.61,0.65
6,3,2009-07-01,1829518,5.76,0.48,0.49,0.52
7,3,2009-07-01,2038138,6.14,0.51,0.52,0.55
8,3,2009-07-01,3303655,8.79,0.73,0.75,0.79
9,3,2009-07-01,967691,3.14,0.26,0.27,0.28
10,3,2009-07-01,3401906,10.41,0.87,0.88,0.93
11,3,2009-07-01,2190456,7.10,0.59,0.60,0.64
12,3,2009-07-01,1643383,5.43,0.45,0.46,0.49
13,3,2009-07-01,2414160,7.28,0.61,0.62,0.65
14,0,2009-07-01,1212341,3.38,0.28,0.29,0.30
14,1,2009-07-01,1549526,4.32,0.36,0.37,0.39
14,2,2009-07-01,1883705,5.25,0.44,0.45,0.47
14,3,2009-07-01,2457403,6.85,0.57,0.58,0.61
0,4,2009-07-01,4027516,9.94,0.83,0.84,0.89
1,4,2009-07-01,1590008,4.86,0.41,0.41,0.43
2,4,2009-07-01,1593020,5.01,0.42,0.42,0.45
3,4,2009-07-01,1704993,5.27,0.44,0.45,0.47
4,4,2009-07-01,1407138,4.19,0.35,0.35,0.38
5,4,2009-07-01,1366916,4.45,0.37,0.38,0.40
6,4,2009-07-01,1271849,4.00,0.33,0.34,0.36
7,4,2009-07-01,1703892,5.13,0.43,0.43,0.46
8,4,2009-07-01,1965435,5.23,0.44,0.44,0.47
9,4,2009-07-01,803233,2.60,0.22,0.22,0.23
10,4,2009-07-01,2205831,6.75,0.56,0.57,0.60
11,4,2009-07-01,1558902,5.05,0.42,0.43,0.45
12,4,2009-07-01,1148640,3.79,0.32,0.32,0.34
13,4,2009-07-01,1556996,4.70,0.39,0.40,0.42
14,4,2009-07-01,2042587,5.69,0.47,0.48,0.51
0,0,2009-08-01,2385337,5.82,0.48,0.49,0.52
1,0,2009-08-01,1090364,3.31,0.28,0.28,0.30
2,0,2009-08-01,1097060,3.43,0.29,0.29,0.31
3,0,2009-08-01,1079387,3.31,0.28,0.28,0.30
4,0,2009-08-01,892054,2.64,0.22,0.22,0.24
5,0,2009-08-01,819838,2.65,0.22,0.22,0.24
6,0,2009-08-01,883741,2.76,0.23,0.23,0.25
7,0,2009-08-01,1239019,3.72,0.31,0.32,0.33
8,0,2009-08-01,1201897,3.16,0.26,0.27,0.28
9,0,2009-08-01,516132,1.67,0.14,0.14,0.15
10,0,2009-08-01,1350184,4.09,0.34,0.35,0.37
11,0,2009-08-01,994145,3.20,0.27,0.27,0.29
12,0,2009-08-01,758900,2.49,0.21,0.21,0.22
13,0,2009-08-01,987649,2.95,0.25,0.25,0.26
0,1,2009-08-01,3496471,8.53,0.71,0.72,0.76
1,1,2009-08-01,1451212,4.41,0.37,0.37,0.39
2,1,2009-08-01,1423663,4.45,0.37,0.38,0.40
3,1,2009-08-01,1649345,5.06,0.42,0.43,0.45
4,1,2009-08-01,1364144,4.04,0.34,0.34,0.36
5,1,2009-08-01,1183011,3.82,0.32,0.32,0.34
6,1,2009-08-01,1235925,3.86,0.32,0.33,0.35
7,1,2009-08-01,1792960,5.39,0.45,0.46,0.48
8,1,2009-08-01,1737436,4.58,0.38,0.39,0.41
9,1,2009-08-01,730838,2.36,0.20,0.20,0.21
10,1,2009-08-01,1815485,5.50,0.46,0.47,0.49
11,1,2009-08-01,1343094,4.33,0.36,0.37,0.39
12,1,2009-08-01,1033673,3.39,0.28,0.29,0.30
13,1,2009-08-01,1431700,4.28,0.36,0.36,0.38
0,2,2009-08-01,4739326,11.56,0.96,0.98,1.03
1,2,2009-08-01,1606240,4.88,0.41,0.41,0.44
2,2,2009-08-01,1703017,5.32,0.44,0.45,0.48
3,2,2009-08-01,1832698,5.62,0.47,0.48,0.50
4,2,2009-08-01,1598669,4.73,0.40,0.40,0.42
5,2,2009-08-01,1651226,5.34,0.45,0.45,0.48
6,2,2009-08-01,1300803,4.06,0.34,0.34,0.36
7,2,2009-08-01,2149752,6.46,0.54,0.55,0.58
8,2,2009-08-01,2245223,5.92,0.49,0.50,0.53
9,2,2009-08-01,911350,2.94,0.25,0.25,0.26
10,2,2009-08-01,2542910,7.71,0.64,0.65,0.69
11,2,2009-08-01,1732714,5.59,0.47,0.47,0.50
12,2,2009-08-01,1258297,4.13,0.34,0.35,0.37
13,2,2009-08-01,1674126,5.00,0.42,0.42,0.45
0,3,2009-08-01,6444860,15.72,1.31,1.33,1.41
1,3,2009-08-01,2103654,6.39,0.53,0.54,0.57
2,3,2009-08-01,2603383,8.14,0.68,0.69,0.73
3,3,2009-08-01,2623655,8.04,0.67,0.68,0.72
5,3,2009-08-01,1927263,6.23,0.52,0.53,0.56
6,3,2009-08-01,2000950,6.25,0.52,0.53,0.56
7,3,2009-08-01,2030750,6.10,0.51,0.52,0.55
8,3,2009-08-01,3219422,8.49,0.71,0.72,0.76
9,3,2009-08-01,938550,3.03,0.25,0.26,0.27
10,3,2009-08-01,3492653,10.59,0.88,0.90,0.95
11,3,2009-08-01,2114428,6.82,0.57,0.58,0.61
12,3,2009-08-01,1595491,5.24,0.44,0.44,0.47
13,3,2009-08-01,2367182,7.07,0.59,0.60,0.63
14,0,2009-08-01,1185651,3.28,0.27,0.28,0.29
14,1,2009-08-01,1537264,4.26,0.35,0.36,0.38
14,2,2009-08-01,1865088,5.17,0.43,0.44,0.46
14,3,2009-08-01,2441211,6.76,0.56,0.57,0.60
0,4,2009-08-01,4025265,9.82,0.82,0.83,0.88
1,4,2009-08-01,1617554,4.91,0.41,0.42,0.44
2,4,2009-08-01,1555040,4.86,0.41,0.41,0.43
3,4,2009-08-01,1662493,5.10,0.42,0.43,0.46
4,4,2009-08-01,1448293,4.29,0.36,0.36,0.38
5,4,2009-08-01,1356552,4.38,0.37,0.37,0.39
6,4,2009-08-01,1266720,3.96,0.33,0.34,0.35
7,4,2009-08-01,1839394,5.52,0.46,0.47,0.49
8,4,2009-08-01,1959749,5.16,0.43,0.44,0.46
9,4,2009-08-01,795144,2.57,0.21,0.22,0.23
10,4,2009-08-01,2220879,6.73,0.56,0.57,0.60
11,4,2009-08-01,1542478,4.97,0.41,0.42,0.45
12,4,2009-08-01,1141686,3.75,0.31,0.32,0.34
13,4,2009-08-01,1541453,4.60,0.38,0.39,0.41
14,4,2009-08-01,2035675,5.64,0.47,0.48,0.51
0,0,2009-09-01,2387249,5.75,0.48,0.48,0.51
1,0,2009-09-01,1090364,3.29,0.27,0.28,0.29
2,0,2009-09-01,1097058,3.41,0.28,0.29,0.30
3,0,2009-09-01,1080026,3.28,0.27,0.28,0.29
4,0,2009-09-01,897054,2.64,0.22,0.22,0.23
5,0,2009-09-01,819838,2.63,0.22,0.22,0.23
6,0,2009-09-01,883741,2.74,0.23,0.23,0.24
7,0,2009-09-01,1241890,3.72,0.31,0.31,0.33
8,0,2009-09-01,1201897,3.13,0.26,0.27,0.28
9,0,2009-09-01,516132,1.66,0.14,0.14,0.15
10,0,2009-09-01,1378925,4.14,0.34,0.35,0.37
11,0,2009-09-01,994673,3.19,0.27,0.27,0.28
12,0,2009-09-01,758947,2.48,0.21,0.21,0.22
13,0,2009-09-01,980854,2.90,0.24,0.24,0.26
0,1,2009-09-01,3499151,8.43,0.70,0.71,0.75
1,1,2009-09-01,1451212,4.38,0.36,0.37,0.39
2,1,2009-09-01,1422281,4.42,0.37,0.37,0.40
3,1,2009-09-01,1626867,4.95,0.41,0.42,0.44
4,1,2009-09-01,1383225,4.07,0.34,0.34,0.36
5,1,2009-09-01,1187327,3.81,0.32,0.32,0.34
6,1,2009-09-01,1235295,3.83,0.32,0.32,0.34
7,1,2009-09-01,1792960,5.37,0.45,0.45,0.48
8,1,2009-09-01,1739712,4.54,0.38,0.38,0.41
9,1,2009-09-01,731261,2.35,0.20,0.20,0.21
10,1,2009-09-01,1818075,5.46,0.45,0.46,0.49
11,1,2009-09-01,1344071,4.31,0.36,0.36,0.39
12,1,2009-09-01,1033780,3.38,0.28,0.28,0.30
13,1,2009-09-01,1432993,4.24,0.35,0.36,0.38
0,2,2009-09-01,4752008,11.45,0.95,0.97,1.02
1,2,2009-09-01,1608737,4.86,0.40,0.41,0.43
2,2,2009-09-01,1699222,5.28,0.44,0.45,0.47
3,2,2009-09-01,1836567,5.58,0.46,0.47,0.50
4,2,2009-09-01,1606224,4.72,0.39,0.40,0.42
5,2,2009-09-01,1651226,5.30,0.44,0.45,0.47
6,2,2009-09-01,1298265,4.03,0.33,0.34,0.36
7,2,2009-09-01,2141078,6.41,0.53,0.54,0.57
8,2,2009-09-01,2248670,5.87,0.49,0.49,0.52
9,2,2009-09-01,912940,2.94,0.24,0.25,0.26
10,2,2009-09-01,2534229,7.61,0.63,0.64,0.68
11,2,2009-09-01,1734168,5.56,0.46,0.47,0.50
12,2,2009-09-01,1257019,4.11,0.34,0.35,0.37
13,2,2009-09-01,1670188,4.94,0.41,0.42,0.44
0,3,2009-09-01,6443408,15.53,1.29,1.31,1.39
1,3,2009-09-01,2054789,6.20,0.52,0.52,0.55
2,3,2009-09-01,2544360,7.91,0.66,0.67,0.71
3,3,2009-09-01,2618536,7.96,0.66,0.67,0.71
5,3,2009-09-01,1927263,6.19,0.51,0.52,0.55
6,3,2009-09-01,2023839,6.28,0.52,0.53,0.56
7,3,2009-09-01,2034455,6.10,0.51,0.51,0.54
8,3,2009-09-01,3205262,8.37,0.69,0.71,0.75
9,3,2009-09-01,934801,3.01,0.25,0.25,0.27
10,3,2009-09-01,3487360,10.47,0.87,0.88,0.93
11,3,2009-09-01,2114450,6.79,0.56,0.57,0.60
12,3,2009-09-01,1604760,5.24,0.43,0.44,0.47
13,3,2009-09-01,2367182,7.00,0.58,0.59,0.63
14,0,2009-09-01,1187693,3.27,0.27,0.28,0.29
14,1,2009-09-01,1539593,4.24,0.35,0.36,0.38
14,2,2009-09-01,1861735,5.13,0.42,0.43,0.46
14,3,2009-09-01,2442238,6.73,0.56,0.57,0.60
0,4,2009-09-01,4031328,9.71,0.81,0.82,0.87
1,4,2009-09-01,1618742,4.89,0.41,0.41,0.44
2,4,2009-09-01,1552889,4.83,0.40,0.41,0.43
3,4,2009-09-01,1657272,5.04,0.42,0.42,0.45
4,4,2009-09-01,1459990,4.29,0.36,0.36,0.38
5,4,2009-09-01,1358305,4.36,0.36,0.37,0.39
6,4,2009-09-01,1267310,3.93,0.33,0.33,0.35
7,4,2009-09-01,1836848,5.50,0.46,0.46,0.49
8,4,2009-09-01,1961201,5.12,0.42,0.43,0.46
9,4,2009-09-01,795457,2.56,0.21,0.22,0.23
10,4,2009-09-01,2221209,6.67,0.55,0.56,0.59
11,4,2009-09-01,1543600,4.95,0.41,0.42,0.44
12,4,2009-09-01,1141808,3.73,0.31,0.32,0.33
13,4,2009-09-01,1539323,4.55,0.38,0.38,0.41
14,4,2009-09-01,2039433,5.62,0.47,0.47,0.50
0,0,2009-10-01,2387249,5.68,0.47,0.48,0.51
1,0,2009-10-01,1090364,3.27,0.27,0.28,0.29
2,0,2009-10-01,1097058,3.39,0.28,0.29,0.30
3,0,2009-10-01,1080026,3.25,0.27,0.28,0.29
4,0,2009-10-01,902054,2.63,0.22,0.22,0.23
5,0,2009-10-01,819838,2.61,0.22,0.22,0.23
6,0,2009-10-01,883741,2.72,0.23,0.23,0.24
7,0,2009-10-01,1241890,3.71,0.31,0.31,0.33
8,0,2009-10-01,1201897,3.10,0.26,0.26,0.28
9,0,2009-10-01,516132,1.65,0.14,0.14,0.15
10,0,2009-10-01,1378925,4.10,0.34,0.35,0.37
11,0,2009-10-01,994673,3.17,0.26,0.27,0.28
12,0,2009-10-01,758947,2.46,0.20,0.21,0.22
13,0,2009-10-01,980854,2.87,0.24,0.24,0.26
0,1,2009-10-01,3499151,8.33,0.69,0.70,0.74
1,1,2009-10-01,1451212,4.36,0.36,0.37,0.39
2,1,2009-10-01,1422281,4.40,0.36,0.37,0.39
3,1,2009-10-01,1626867,4.90,0.41,0.41,0.44
4,1,2009-10-01,1383225,4.04,0.34,0.34,0.36
5,1,2009-10-01,1187327,3.78,0.31,0.32,0.34
6,1,2009-10-01,1235295,3.81,0.32,0.32,0.34
7,1,2009-10-01,1792960,5.36,0.44,0.45,0.48
8,1,2009-10-01,1739712,4.50,0.37,0.38,0.40
9,1,2009-10-01,731261,2.34,0.19,0.20,0.21
10,1,2009-10-01,1818075,5.41,0.45,0.46,0.48
11,1,2009-10-01,1344071,4.29,0.35,0.36,0.38
12,1,2009-10-01,1033780,3.36,0.28,0.28,0.30
13,1,2009-10-01,1432993,4.20,0.35,0.35,0.37
0,2,2009-10-01,4752008,11.31,0.94,0.96,1.01
1,2,2009-10-01,1608737,4.83,0.40,0.41,0.43
2,2,2009-10-01,1699222,5.25,0.43,0.44,0.47
3,2,2009-10-01,1836567,5.54,0.46,0.47,0.49
4,2,2009-10-01,1606224,4.69,0.39,0.40,0.42
5,2,2009-10-01,1651226,5.27,0.44,0.45,0.47
6,2,2009-10-01,1298265,4.00,0.33,0.34,0.36
7,2,2009-10-01,2141078,6.40,0.53,0.54,0.57
8,2,2009-10-01,2248670,5.81,0.48,0.49,0.52
9,2,2009-10-01,912940,2.93,0.24,0.25,0.26
10,2,2009-10-01,2534229,7.54,0.62,0.64,0.67
11,2,2009-10-01,1733358,5.54,0.46,0.47,0.49
12,2,2009-10-01,1257019,4.08,0.34,0.34,0.36
13,2,2009-10-01,1670188,4.89,0.41,0.41,0.44
0,3,2009-10-01,6443408,15.34,1.27,1.30,1.37
1,3,2009-10-01,2045852,6.14,0.51,0.52,0.55
2,3,2009-10-01,2485337,7.69,0.64,0.65,0.69
3,3,2009-10-01,2613417,7.88,0.65,0.67,0.70
5,3,2009-10-01,1927263,6.15,0.51,0.52,0.55
6,3,2009-10-01,2023839,6.24,0.52,0.53,0.56
7,3,2009-10-01,2139169,6.39,0.53,0.54,0.57
8,3,2009-10-01,3205262,8.29,0.69,0.70,0.74
9,3,2009-10-01,934801,3.00,0.25,0.25,0.27
10,3,2009-10-01,3487360,10.38,0.86,0.88,0.92
11,3,2009-10-01,2114450,6.75,0.56,0.57,0.60
12,3,2009-10-01,1604760,5.22,0.43,0.44,0.47
13,3,2009-10-01,2367182,6.94,0.57,0.59,0.62
14,0,2009-10-01,1187693,3.25,0.27,0.28,0.29
14,1,2009-10-01,1539593,4.21,0.35,0.36,0.38
14,2,2009-10-01,1861807,5.09,0.42,0.43,0.45
14,3,2009-10-01,2442238,6.68,0.55,0.56,0.60
0,4,2009-10-01,4031328,9.60,0.79,0.81,0.85
1,4,2009-10-01,1618742,4.86,0.40,0.41,0.43
2,4,2009-10-01,1552889,4.80,0.40,0.41,0.43
3,4,2009-10-01,1657272,5.00,0.41,0.42,0.45
4,4,2009-10-01,1460425,4.27,0.35,0.36,0.38
5,4,2009-10-01,1358305,4.33,0.36,0.37,0.39
6,4,2009-10-01,1267310,3.91,0.32,0.33,0.35
7,4,2009-10-01,1836848,5.49,0.45,0.46,0.49
8,4,2009-10-01,1961201,5.07,0.42,0.43,0.45
9,4,2009-10-01,795457,2.55,0.21,0.22,0.23
10,4,2009-10-01,2221209,6.61,0.55,0.56,0.59
11,4,2009-10-01,1543184,4.93,0.41,0.42,0.44
12,4,2009-10-01,1141808,3.71,0.31,0.31,0.33
13,4,2009-10-01,1539323,4.51,0.37,0.38,0.40
14,4,2009-10-01,2039455,5.58,0.46,0.47,0.50
0,0,2009-11-01,2245365,5.28,0.44,0.44,0.47
1,0,2009-11-01,1052224,3.14,0.26,0.26,0.28
2,0,2009-11-01,1034770,3.18,0.26,0.27,0.28
3,0,2009-11-01,996260,2.98,0.25,0.25,0.26
4,0,2009-11-01,907054,2.63,0.22,0.22,0.23
5,0,2009-11-01,888297,2.81,0.23,0.24,0.25
6,0,2009-11-01,840106,2.57,0.21,0.22,0.23
7,0,2009-11-01,1113874,3.32,0.27,0.28,0.29
8,0,2009-11-01,1181868,3.02,0.25,0.26,0.27
9,0,2009-11-01,513891,1.64,0.14,0.14,0.15
10,0,2009-11-01,1312805,3.87,0.32,0.33,0.34
11,0,2009-11-01,958448,3.04,0.25,0.26,0.27
12,0,2009-11-01,745757,2.41,0.20,0.20,0.21
13,0,2009-11-01,960959,2.79,0.23,0.23,0.25
0,1,2009-11-01,3375936,7.94,0.66,0.67,0.70
1,1,2009-11-01,1395263,4.16,0.34,0.35,0.37
2,1,2009-11-01,1385442,4.26,0.35,0.36,0.38
3,1,2009-11-01,1571581,4.70,0.39,0.40,0.42
4,1,2009-11-01,1225431,3.56,0.29,0.30,0.32
5,1,2009-11-01,1142896,3.62,0.30,0.30,0.32
6,1,2009-11-01,1236793,3.79,0.31,0.32,0.34
7,1,2009-11-01,1738459,5.18,0.43,0.44,0.46
8,1,2009-11-01,1717609,4.40,0.36,0.37,0.39
9,1,2009-11-01,736316,2.35,0.19,0.20,0.21
10,1,2009-11-01,1868406,5.51,0.45,0.46,0.49
11,1,2009-11-01,1340058,4.26,0.35,0.36,0.38
12,1,2009-11-01,997716,3.22,0.27,0.27,0.29
13,1,2009-11-01,1415524,4.11,0.34,0.35,0.36
0,2,2009-11-01,4712036,11.09,0.91,0.93,0.98
1,2,2009-11-01,1526622,4.56,0.38,0.38,0.40
2,2,2009-11-01,1656900,5.10,0.42,0.43,0.45
3,2,2009-11-01,1690117,5.05,0.42,0.42,0.45
4,2,2009-11-01,1437483,4.18,0.34,0.35,0.37
5,2,2009-11-01,1456987,4.61,0.38,0.39,0.41
6,2,2009-11-01,1334728,4.09,0.34,0.34,0.36
7,2,2009-11-01,1880171,5.60,0.46,0.47,0.50
8,2,2009-11-01,2189971,5.61,0.46,0.47,0.50
9,2,2009-11-01,883287,2.82,0.23,0.24,0.25
10,2,2009-11-01,2588410,7.63,0.63,0.64,0.68
11,2,2009-11-01,1684297,5.35,0.44,0.45,0.47
12,2,2009-11-01,1222726,3.95,0.33,0.33,0.35
13,2,2009-11-01,1570860,4.56,0.38,0.38,0.40
0,3,2009-11-01,6071821,14.29,1.18,1.20,1.26
1,3,2009-11-01,2071692,6.19,0.51,0.52,0.55
2,3,2009-11-01,2456417,7.56,0.62,0.64,0.67
3,3,2009-11-01,2608297,7.80,0.64,0.66,0.69
5,3,2009-11-01,1662318,5.27,0.43,0.44,0.47
6,3,2009-11-01,1770188,5.42,0.45,0.46,0.48
7,3,2009-11-01,2243883,6.69,0.55,0.56,0.59
8,3,2009-11-01,3383378,8.66,0.71,0.73,0.77
9,3,2009-11-01,886216,2.83,0.23,0.24,0.25
10,3,2009-11-01,3904424,11.51,0.95,0.97,1.02
11,3,2009-11-01,2189124,6.96,0.57,0.59,0.62
12,3,2009-11-01,1604564,5.19,0.43,0.44,0.46
13,3,2009-11-01,2260375,6.56,0.54,0.55,0.58
14,0,2009-11-01,1126740,3.06,0.25,0.26,0.27
14,1,2009-11-01,1455941,3.96,0.33,0.33,0.35
14,2,2009-11-01,1798476,4.89,0.40,0.41,0.43
14,3,2009-11-01,2311124,6.29,0.52,0.53,0.56
0,4,2009-11-01,3918137,9.22,0.76,0.78,0.82
1,4,2009-11-01,1501740,4.48,0.37,0.38,0.40
2,4,2009-11-01,1509887,4.64,0.38,0.39,0.41
3,4,2009-11-01,1577007,4.71,0.39,0.40,0.42
4,4,2009-11-01,1310968,3.81,0.31,0.32,0.34
5,4,2009-11-01,1259358,3.99,0.33,0.34,0.35
6,4,2009-11-01,1255153,3.84,0.32,0.32,0.34
7,4,2009-11-01,1705309,5.08,0.42,0.43,0.45
8,4,2009-11-01,1935930,4.96,0.41,0.42,0.44
9,4,2009-11-01,761082,2.43,0.20,0.20,0.22
10,4,2009-11-01,2282135,6.73,0.56,0.57,0.60
11,4,2009-11-01,1516315,4.82,0.40,0.41,0.43
12,4,2009-11-01,1112470,3.59,0.30,0.30,0.32
13,4,2009-11-01,1480069,4.29,0.35,0.36,0.38
14,4,2009-11-01,1936888,5.27,0.43,0.44,0.47
0,0,2009-12-01,2424112,5.64,0.47,0.47,0.50
1,0,2009-12-01,1026071,3.04,0.25,0.26,0.27
2,0,2009-12-01,1027172,3.14,0.26,0.26,0.28
3,0,2009-12-01,1004692,2.98,0.25,0.25,0.26
4,0,2009-12-01,907054,2.62,0.22,0.22,0.23
5,0,2009-12-01,861052,2.71,0.22,0.23,0.24
6,0,2009-12-01,852024,2.59,0.21,0.22,0.23
7,0,2009-12-01,1150184,3.42,0.28,0.29,0.30
8,0,2009-12-01,1295881,3.28,0.27,0.28,0.29
9,0,2009-12-01,484638,1.54,0.13,0.13,0.14
10,0,2009-12-01,1331014,3.89,0.32,0.33,0.34
11,0,2009-12-01,966369,3.06,0.25,0.26,0.27
12,0,2009-12-01,722320,2.32,0.19,0.20,0.21
13,0,2009-12-01,973590,2.80,0.23,0.24,0.25
0,1,2009-12-01,3503115,8.15,0.67,0.69,0.72
1,1,2009-12-01,1384795,4.11,0.34,0.35,0.36
2,1,2009-12-01,1346028,4.12,0.34,0.35,0.36
3,1,2009-12-01,1571184,4.66,0.38,0.39,0.41
4,1,2009-12-01,1305882,3.77,0.31,0.32,0.33
5,1,2009-12-01,1175932,3.70,0.30,0.31,0.33
6,1,2009-12-01,1243438,3.78,0.31,0.32,0.34
7,1,2009-12-01,1736510,5.16,0.43,0.43,0.46
8,1,2009-12-01,1740188,4.41,0.36,0.37,0.39
9,1,2009-12-01,729179,2.32,0.19,0.20,0.21
10,1,2009-12-01,1866771,5.45,0.45,0.46,0.48
11,1,2009-12-01,1321753,4.18,0.34,0.35,0.37
12,1,2009-12-01,998522,3.21,0.27,0.27,0.28
13,1,2009-12-01,1409752,4.05,0.33,0.34,0.36
0,2,2009-12-01,4672063,10.87,0.90,0.91,0.96
1,2,2009-12-01,1483244,4.40,0.36,0.37,0.39
2,2,2009-12-01,1653651,5.06,0.42,0.43,0.45
3,2,2009-12-01,1677624,4.98,0.41,0.42,0.44
4,2,2009-12-01,1455852,4.20,0.35,0.35,0.37
5,2,2009-12-01,1535974,4.83,0.40,0.41,0.43
6,2,2009-12-01,1330269,4.05,0.33,0.34,0.36
7,2,2009-12-01,1876600,5.58,0.46,0.47,0.49
8,2,2009-12-01,2211031,5.61,0.46,0.47,0.50
9,2,2009-12-01,891009,2.84,0.23,0.24,0.25
10,2,2009-12-01,2527822,7.39,0.61,0.62,0.66
11,2,2009-12-01,1665421,5.27,0.43,0.44,0.47
12,2,2009-12-01,1209267,3.89,0.32,0.33,0.34
13,2,2009-12-01,1626705,4.68,0.39,0.39,0.41
0,3,2009-12-01,6310899,14.68,1.21,1.24,1.30
1,3,2009-12-01,1989978,5.91,0.49,0.50,0.52
2,3,2009-12-01,2481111,7.59,0.63,0.64,0.67
3,3,2009-12-01,2545935,7.55,0.62,0.64,0.67
5,3,2009-12-01,1757897,5.53,0.46,0.47,0.49
6,3,2009-12-01,1866538,5.68,0.47,0.48,0.50
7,3,2009-12-01,2453311,7.29,0.60,0.61,0.65
8,3,2009-12-01,3352545,8.50,0.70,0.72,0.75
9,3,2009-12-01,793428,2.53,0.21,0.21,0.22
10,3,2009-12-01,3767431,11.01,0.91,0.93,0.98
11,3,2009-12-01,2179488,6.90,0.57,0.58,0.61
12,3,2009-12-01,1572871,5.06,0.42,0.43,0.45
13,3,2009-12-01,2287105,6.58,0.54,0.55,0.58
14,0,2009-12-01,1137755,3.07,0.25,0.26,0.27
14,1,2009-12-01,1480683,4.00,0.33,0.34,0.35
14,2,2009-12-01,1770597,4.79,0.40,0.40,0.42
14,3,2009-12-01,2339762,6.33,0.52,0.53,0.56
0,4,2009-12-01,3997937,9.30,0.77,0.78,0.82
1,4,2009-12-01,1465819,4.35,0.36,0.37,0.39
2,4,2009-12-01,1495448,4.57,0.38,0.39,0.41
3,4,2009-12-01,1524595,4.52,0.37,0.38,0.40
4,4,2009-12-01,1351245,3.90,0.32,0.33,0.35
5,4,2009-12-01,1304715,4.10,0.34,0.35,0.36
6,4,2009-12-01,1265364,3.85,0.32,0.32,0.34
7,4,2009-12-01,1720535,5.11,0.42,0.43,0.45
8,4,2009-12-01,1968268,4.99,0.41,0.42,0.44
9,4,2009-12-01,764312,2.43,0.20,0.20,0.22
10,4,2009-12-01,2245087,6.56,0.54,0.55,0.58
11,4,2009-12-01,1501177,4.75,0.39,0.40,0.42
12,4,2009-12-01,1100723,3.54,0.29,0.30,0.31
13,4,2009-12-01,1505571,4.33,0.36,0.36,0.38
14,4,2009-12-01,1948076,5.27,0.43,0.44,0.47
0,0,2010-01-01,2413878,5.55,0.45,0.46,0.49
1,0,2010-01-01,1040831,3.07,0.25,0.26,0.27
2,0,2010-01-01,1033450,3.14,0.26,0.26,0.28
3,0,2010-01-01,968968,2.85,0.23,0.24,0.25
4,0,2010-01-01,896777,2.57,0.21,0.21,0.23
5,0,2010-01-01,860233,2.69,0.22,0.22,0.24
6,0,2010-01-01,833004,2.51,0.21,0.21,0.22
7,0,2010-01-01,1131238,3.35,0.27,0.28,0.30
